smiles,log HLM(ml/min/kg)
C#Cc1cccc(C(=O)NCCNC(=O)[C@H](CC(=O)NC(C)(C)C)NS(=O)(=O)c2ccc(C)cc2)c1,1.739572344
C#Cc1cccc(N(CC(=O)NC(N)=O)Cc2cccs2)c1,1.585990584
C#Cc1cccc(N(CCC(=O)NC(N)=O)Cc2cccs2)c1,1.710633471
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,1.59571662
C#Cc1nc(Nc2cccc(CC(N)=O)c2)nc2[nH]cnc12,0.74733411
C(#Cc1ncn2c1COc1ccccc1-2)c1ccccc1,1.522444234
C(#Cc1ncn2c1COc1ccccc1-2)c1cccnc1,1.100370545
C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCO2,1.590016582
C/C(=C/COc1c2occc2cc2ccc(=O)oc12)CO,1.261286665
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c(Cl)cccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,1.56431091
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4c5c(ccn34)OCC5)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,1.522835314
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(Cl)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,2.007192824
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4cc(F)ccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,1.812913357
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccc(Cl)cn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,1.823930455
C/C(=C1/c2ccc(Cc3c(C4CC4)nc4ccccn34)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,1.602059991
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)ccnc43)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,1.583538819
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)nccc43)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,2.221857435
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4cscc43)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,1.6198235
C/C(=C\c1nc(Cn2cnc3ncccc3c2=O)no1)c1ccc(Cl)cc1,1.352182518
C/C(=C\c1nc(Cn2cnc3ncn(C)c3c2=O)no1)c1ccc(Cl)cc1,1.835056102
C/C(=N\NC(=N)N)c1ccc(NC(=O)Nc2ccc(C(C)(C)C)cc2)cc1,1.255272505
C/C(=N\NC(=N)N)c1ccc(NC(=O)Nc2ccc(OC3CCCCCC3)cc2)cc1,1.484442208
C/C(=N\NC(=N)N)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,1.508125536
C/C(=N\NC(=O)C(NC(=O)c1ccccc1)c1n[nH]c(=O)c2ccccc12)c1cccc(Br)c1,1.23299611
C/C(=N\NC(=O)Nc1nc2ccc(CN3CCC(C)CC3)cc2s1)c1ccccn1,1.34849957
C/C(=N\NC(=O)[C@@H]1C(=O)NC[C@H]1c1ccccc1)c1cccc(Br)c1,0.908485019
C/C(=N\NC1=NCCN1)c1cnn(-c2ccc(C#CC3CCCC3)cc2)c1C,1.580582877
C/C=C/C(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,2.616055195
C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,1.715736003
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,4.416640507
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,4.100370545
C/N=C(\NC#N)NCCSCc1nc[nH]c1C,0.675686709
C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCN=C2S1,1.661812686
C1=CCC(c2cc3ccccc3o2)CNC1,1.873320602
C1=CCC(c2ccc3ccccc3c2)CNC1,1.927370363
C1CCC(OCc2noc(C3CC3)n2)CC1,1.532053339
C1CN(c2nc3c(c(N4CCSCC4)n2)SCC3)CCS1,2.099414736
C=C(C#N)C(O)c1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,0.913283902
C=C(C)COc1ccc(C(=O)NCCc2cn3ccccc3n2)cc1,2.062852629
C=C(C)COc1cccc(C(=O)NCc2nncn2C2CCCCC2)c1,2.199618068
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCN(C(=O)/C=C/c4ccc5c(c4)OCO5)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,1.686636269
C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCN(CCCCC(=O)O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.276461804
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCC(=O)N[C@@H](CCC(N)=O)C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,2.315970345
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCCC(=O)N[C@@H](CCC(N)=O)C(=O)OCc3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,2.182129214
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCNC(=O)[C@H](CCC(N)=O)NC(=O)OC(C)(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,2.517723595
C=C(C)[C@@H]1CC[C@]2(C(=O)NCCCCCCCNC(C)=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,2.388811413
C=C(F)CN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,0.414973348
C=C(c1ccc(OC(F)F)c(N)c1)c1cc(OC)c(OC)c(OC)c1,1.81756537
C=C(c1ccc(OC)c(N)c1)c1cc(OC)c(OC)c(OC)c1,1.617000341
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,0.675686709
C=CC(=O)N(C)C(=O)Cc1c[nH]c2ncnc(-c3cc(F)cc(NC(=O)c4ccc(C5CC5)cc4)c3C)c12,1.545307116
C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,1.89741814
C=CC(=O)N(C)Cc1c[nH]c2ncnc(-c3cc(F)cc(NC(=O)c4ccc(C5CC5)cc4)c3C)c12,2.442793226
C=CC(=O)N(C)Cc1c[nH]c2ncnc(-c3cccc(NC(=O)c4ccc(C5CC5)cc4)c3C)c12,2.35564305
C=CC(=O)N1CC(NC(=O)Cn2c(C3CC3)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Cl)cc(C)c32)C1,2.161068385
C=CC(=O)N1CC(O)(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,0.431363764
C=CC(=O)N1CC(c2ccc(-c3nc(Nc4cc(C)[nH]n4)cc(N4CCN(C)CC4)n3)cc2)C1,1.033423755
C=CC(=O)N1CC2(CC(Nc3ncnc(N)c3-c3ccc(Oc4ccccc4)cc3)C2)C1,2.844663528
C=CC(=O)N1CC2(CCN(c3nc(Nc4cc(C(C)C)[nH]n4)cc(N4CCN(C)CC4)n3)CC2)C1,1.100370545
C=CC(=O)N1CC=C(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,2.773786445
C=CC(=O)N1CCC(C2CCN(c3nc(Nc4cc(C(C)C)[nH]n4)cc(N4CCN(C)CC4)n3)CC2)C1,1.209515015
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2cc(F)c(Oc3ccccc3)cc2F)CC1,2.109578547
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccc(C)cc3)cc2)CC1,2.115610512
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccc(F)cc3)cc2)CC1,2.109578547
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3cccc(F)c3)cc2)CC1,2.253095586
C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccncc3)cc2)CC1,2.791830948
C=CC(=O)N1CCC(Cn2cc(-c3ccc4c(c3)OCO4)c3c(N)ncnc32)CC1,0.5774918
C=CC(=O)N1CCC(O)(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,1.786751422
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,1.29666519
C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,1.999565488
C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,2.054613055
C=CC(=O)N1CCC(c2ccc(-c3nc(Nc4cc(C(C)C)[nH]n4)cc(N4CCN(C)CC4)n3)cc2)CC1,1.209515015
C=CC(=O)N1CCC(c2ccc(-c3nc(Nc4cc(C)[nH]n4)cc(N4CCN(C)CC4)n3)cc2)C1,1.29666519
C=CC(=O)N1CCC(c2ccc(-c3nc(Nc4cc(C)[nH]n4)cc(N4CCN(C)CC4)n3)cc2)CC1,1.184691431
C=CC(=O)N1CCC(c2ccc(-c3nc(Nc4cc(C5COC5)[nH]n4)cc(N4CCN(C)CC4)n3)cc2)CC1,1.29666519
C=CC(=O)N1CCC2(CCN(c3nc(Nc4cc(C(C)C)[nH]n4)cc(N4CCN(C)CC4)n3)CC2)C1,0.893761762
C=CC(=O)N1CCCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)C1,2.734559822
C=CC(=O)N1CCCC[C@@H](n2c(NC(=O)c3cccc(C(F)(F)F)c3)nc3cccc(C)c32)C1,1.873320602
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc4ccccc4c3)c3c(N)ncnc32)C1,2.840733235
C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(=O)Nc4ccc(C(C)C)c(C)c4)c3)c3c(N)ncnc32)C1,2.255272505
C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(F)(F)F)c3)c3c(N)ncnc32)C1,2.716170348
C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc4ccccc34)c3c(N)ncnc32)C1,2.840733235
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccccc3)c3c(N)ncnc32)C1,2.04060234
C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(-c4ccc(C(C)=O)cc4)nn3)c3c(N)ncnc32)C1,2.14176323
C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(C)c4ccccc34)c3c(N)ncnc32)C1,2.618884485
C=CC(=O)N1CCC[C@@H](n2nc(-c3cnc4[nH]ccc4c3)c3c(N)ncnc32)C1,1.987666265
C=CC(=O)N1CCC[C@H](Nc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)C1,2.730943693
C=CC(=O)N1CCC[C@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2.219660482
C=CC(=O)N1CCN(c2ncnc3cc(-c4c(C)ccc5[nH]ncc45)c(Cl)cc23)CC1,1.534026106
C=CC(=O)N1CCN2c3c(cnc4c(C)c(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1,1.401400541
C=CC(=O)N1CCN2c3c(cnc4c(F)c(-c5c(O)cccc5F)c(Cl)cc34)N(C)C(=O)[C@H]2C1,1.276461804
C=CC(=O)N1CCN2c3c(cnc4c(F)c(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1,1.184691431
C=CC(=O)N1CCN2c3c(cnc4c(OC)c(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1,1.556302501
C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)OCC[C@@H]2C1,1.862727528
C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)cc34)OC[C@@H]2C1,2.003460532
C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)N(C)C(=O)[C@H]2C1,1.334453751
C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)N(C)C[C@H]2C1,1.369215857
C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)NC(=O)[C@H]2C1,1.068185862
C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)NC[C@H]2C1,1.209515015
C=CC(=O)N1CCN2c3c(cnc4cc(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1,1.352182518
C=CC(=O)N1CC[C@H](Nc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)C1,1.840733235
C=CC(=O)N1C[C@@H]2C(=O)N(C)c3cnc4c(F)c(-c5c(O)cccc5F)c(Cl)cc4c3N2C[C@H]1C,1.276461804
C=CC(=O)N1C[C@@H]2COc3cnc4cc(-c5c(O)cccc5F)c(Cl)cc4c3N2C[C@@H]1C,1.954242509
C=CC(=O)N1C[C@@H]2COc3cnc4cc(-c5c(O)cccc5F)c(Cl)cc4c3N2C[C@H]1C,1.459392488
C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,0.675686709
C=CC(=O)NC12CCC(/C=C/c3nc(Nc4cc(C)[nH]n4)cc(N4CCN(C)CC4)n3)(CC1)CC2,1.068185862
C=CC(=O)NC12CCC(Nc3ncnc(N)c3-c3ccc(Oc4ccccc4)cc3)(C1)C2,1.51054501
C=CC(=O)NC1CCN(S(=O)(=O)c2ccc(C(=O)NCCc3ccccc3)cc2)CC1,2.728759475
C=CC(=O)N[C@@H]1CCC[C@H](Nc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)C1,1.385606274
C=CC(=O)N[C@@H]1CC[C@H](Nc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)C1,2.259593879
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3C)c3ncn(C(C)C)c3n2)C[C@H]1F,1.431363764
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3CC)c3ncn(C(C)C)c3n2)C[C@H]1F,1.862727528
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3nc[nH]c3n2)C[C@H]1F,0.857332496
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)(C)C)c3n2)C[C@H]1F,1.767155866
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,1.452553063
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,0.857332496
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(CC)c3n2)C[C@H]1F,0.908485019
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C[C@H]1F,1.352182518
C=CC(=O)N[C@H]1CCCC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,2.187520721
C=CC(=O)N[C@H]1CCOC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,1.662757832
C=CC(=O)N[C@H]1CC[C@@H](Nc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,1.567026366
C=CC(=O)N[C@H]1COC[C@H]1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,1.255272505
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)ccc1OCCN(C)C,1.761777538
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)ccc1OCCO,1.773786445
C=CC(=O)Nc1cc(N2CCN(C(C)=O)CC2)cc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,2.423245874
C=CC(=O)Nc1cc(N2CCN(CC)CC2)cc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,2.079181246
C=CC(=O)Nc1ccc(/C=C/c2nc(Nc3cc(C(C)C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,1.498310554
C=CC(=O)Nc1ccc(CCc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,1.315970345
C=CC(=O)Nc1ccc2nccc(Oc3ccc(C(=O)Nc4cc(CC)ccn4)cc3)c2c1,1.472756449
C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(CN5C(=O)c6ccccc6C5=O)cc4)c23)c1,1.937868797
C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)c1,1.396722279
C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C)c4)cnc3N)nc3ccccc32)c1,1.334453751
C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C(=O)CN(C)C)CC5)c4)cnc3N)nc3ccccc32)c1,1.773786445
C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C(C)C)CC5)c4)cnc3N)nc3ccccc32)c1,1.522444234
C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1,2.033423755
C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3ccncc32)c1,1.786751422
C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(C)CC5)c4)cnc3N)nc3cnccc32)c1,2.182129214
C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(C5CCN(CC)CC5)c4)cnc3N)nc3ccccc32)c1,2.248708736
C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(CCN5CCN(C)CC5)c4)cnc3N)nc3ccccc32)c1,1.73239376
C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(CCN5CCOCC5)c4)cnc3N)nc3ccccc32)c1,2.428458774
C=CC(=O)Nc1cccc(-n2c(-c3nc(-c4cnn(CCO)c4)cnc3N)nc3ccccc32)c1,1.686636269
C=CC(=O)Nc1cccc(C)c1Nc1ncc(OCc2c(F)c(OC)cc(OC)c2F)cn1,2.217483944
C=CC(=O)Nc1cccc(C)c1Nc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)ccc2n1,1.731145381
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,0.661812686
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,1.482716409
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,1.822599543
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc4c(c3)B(O)OC4)ncc2C(F)(F)F)c1,1.34869419
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc4c(c3)COB4O)ncc2C(F)(F)F)c1,1.327154512
C=CC(=O)Nc1cccc(Nc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)c1,1.587710965
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,1.427680816
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,1.209407768
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,0.990827051
C=CC(=O)Nc1cccc(Oc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)c1,2.396722279
C=CC(=O)Nc1ccccc1Nc1cc(NC2CCOCC2)ncc1Cl,1.334453751
C=CC(=O)Nc1ccccc1Nc1ccc2c(C(=O)c3cc(OC)cc(OC)c3)c[nH]c2n1,1.701654317
C=CC(=O)Nc1ccccc1Nc1nc(NC2CCOCC2)ncc1C,1.068185862
C=CC(=O)Nc1ccccc1Nc1nc(NC2CCOCC2)ncc1C(F)(F)F,1.534026106
C=CC(=O)Nc1ccccc1Nc1nc(NC2CCOCC2)ncc1Cl,1.780317312
C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccnn2C)ncc1C,1.23299611
C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccnn2C)ncc1Cl,1.5774918
C=CC(=O)Nc1cnccc1Nc1nc(NC2CCOCC2)ncc1Cl,1.068185862
C=CCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)Nc1ccccc1C(=O)NS(=O)(=O)CCCC=C)c1ccc(Oc2cc(OC)nc(-c3ccccc3)n2)cc1,1.73239376
C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(Oc2cc(OC)nc(-c3ccccc3)n2)c(C=C)c1,1.773786445
C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(Oc2cc(OC)nc(-c3ccccc3)n2)cc1,1.888740961
C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c1ccc(Oc2cc(OC)nc(-c3ccccc3)n2)c(C=C)c1,1.184691431
C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c1ccc(Oc2cc(OC)nc(-c3ccccc3)n2)cc1,1.760422483
C=CCN(C(=O)[C@@]1(c2cccs2)C[C@H]1CN)C1CC1,0.698970004
C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1,1.4925369
C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,0.944482672
C=CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,1.041392685
C=CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,0.832508913
C=CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,0.908485019
C=CCN(CC=C)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,0.995635195
C=CCN(CC=C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,0.672097858
C=CCN(Cc1cccnc1)c1nc(C)nc2sccc12,2.273702525
C=CCN(Cc1nccs1)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,0.84509804
